t[s],Converged,Pload,P7 (csv),Unresp (opf),P7 (rpf),Resp (opf),GLD Pub,BID?,P7 Min,V7,LMP_P7,LMP_Q7,Pgen1,Pgen2,Pgen3,Pgen4,Pdisp,Deg,c2,c1
10875,True,347.652,96.994,0.000,139.466,-0.000,42.472,False,0.000,0.978,15.293,0.000,233.22,77.29,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
10890,True,347.652,96.994,0.000,139.466,-0.000,42.472,False,0.000,0.978,15.293,0.000,233.22,77.29,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
10905,True,349.034,96.994,0.000,140.848,-0.000,43.854,False,0.000,0.978,15.293,0.000,233.22,78.69,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
10920,True,350.946,96.994,0.000,142.760,-0.000,45.766,False,0.000,0.978,15.293,0.000,233.22,80.64,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
10935,True,350.946,96.994,0.000,142.760,-0.000,45.766,False,0.000,0.978,15.293,0.000,233.22,80.64,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
10950,True,352.407,96.994,0.000,144.221,-0.000,47.227,False,0.000,0.977,15.293,0.000,233.22,82.12,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
10965,True,352.009,96.994,0.000,143.823,-0.000,46.829,False,0.000,0.977,15.293,0.000,233.22,81.72,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
10980,True,352.009,96.994,0.000,143.823,-0.000,46.829,False,0.000,0.977,15.293,0.000,233.22,81.72,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
10995,True,355.015,96.994,0.000,146.829,-0.000,49.835,False,0.000,0.977,15.293,0.000,233.22,84.78,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
11010,True,355.015,96.994,0.000,146.829,-0.000,49.835,False,0.000,0.977,15.293,0.000,233.22,84.78,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
11025,True,353.632,96.994,0.000,145.446,-0.000,48.452,False,0.000,0.977,15.293,0.000,233.22,83.37,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
11040,True,351.717,96.994,0.000,143.531,-0.000,46.537,False,0.000,0.977,15.293,0.000,233.22,81.42,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
11055,True,351.717,96.994,0.000,143.531,-0.000,46.537,False,0.000,0.977,15.293,0.000,233.22,81.42,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
11070,True,350.251,96.994,0.000,142.065,-0.000,45.071,False,0.000,0.978,15.293,0.000,233.22,79.93,42.19,0.00,0.00,0.0000,999.00000000,0.00000000
11085,True,350.087,97.300,0.000,140.594,-0.000,43.294,False,0.000,0.978,15.382,0.000,234.70,77.95,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11100,True,350.087,97.300,0.000,140.594,-0.000,43.294,False,0.000,0.978,15.382,0.000,234.70,77.95,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11115,True,347.082,97.300,0.000,137.589,-0.000,40.289,False,0.000,0.978,15.382,0.000,234.70,74.89,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11130,True,347.082,97.300,0.000,137.589,-0.000,40.289,False,0.000,0.978,15.382,0.000,234.70,74.89,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11145,True,347.082,97.300,0.000,137.589,-0.000,40.289,False,0.000,0.978,15.382,0.000,234.70,74.89,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11160,True,348.351,97.300,0.000,138.858,-0.000,41.558,False,0.000,0.978,15.382,0.000,234.70,76.18,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11175,True,348.351,97.300,0.000,138.858,-0.000,41.558,False,0.000,0.978,15.382,0.000,234.70,76.18,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11190,True,350.343,97.300,0.000,140.850,-0.000,43.550,False,0.000,0.978,15.382,0.000,234.70,78.21,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11205,True,354.247,97.300,0.000,144.754,-0.000,47.454,False,0.000,0.977,15.382,0.000,234.70,82.18,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11220,True,354.247,97.300,0.000,144.754,-0.000,47.454,False,0.000,0.977,15.382,0.000,234.70,82.18,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11235,True,354.247,97.300,0.000,144.754,-0.000,47.454,False,0.000,0.977,15.382,0.000,234.70,82.18,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11250,True,354.247,97.300,0.000,144.754,-0.000,47.454,False,0.000,0.977,15.382,0.000,234.70,82.18,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11265,True,354.247,97.300,0.000,144.754,-0.000,47.454,False,0.000,0.977,15.382,0.000,234.70,82.18,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11280,True,352.972,97.300,0.000,143.479,-0.000,46.179,False,0.000,0.977,15.382,0.000,234.70,80.88,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11295,True,352.972,97.300,0.000,143.479,-0.000,46.179,False,0.000,0.977,15.382,0.000,234.70,80.88,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11310,True,350.975,97.300,0.000,141.482,-0.000,44.182,False,0.000,0.978,15.382,0.000,234.70,78.85,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11325,True,350.975,97.300,0.000,141.482,-0.000,44.182,False,0.000,0.978,15.382,0.000,234.70,78.85,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11340,True,352.603,97.300,0.000,143.110,-0.000,45.810,False,0.000,0.977,15.382,0.000,234.70,80.51,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11355,True,348.702,97.300,0.000,139.209,-0.000,41.909,False,0.000,0.978,15.382,0.000,234.70,76.54,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11370,True,348.702,97.300,0.000,139.209,-0.000,41.909,False,0.000,0.978,15.382,0.000,234.70,76.54,42.55,0.00,0.00,0.0000,999.00000000,0.00000000
11385,True,348.399,96.682,0.000,138.591,-0.000,41.909,False,0.000,0.978,15.319,0.000,233.65,77.50,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11400,True,348.399,96.682,0.000,138.591,-0.000,41.909,False,0.000,0.978,15.319,0.000,233.65,77.50,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11415,True,349.811,96.682,0.000,140.003,-0.000,43.321,False,0.000,0.978,15.319,0.000,233.65,78.93,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11430,True,349.811,96.682,0.000,140.003,-0.000,43.321,False,0.000,0.978,15.319,0.000,233.65,78.93,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11445,True,349.811,96.682,0.000,140.003,-0.000,43.321,False,0.000,0.978,15.319,0.000,233.65,78.93,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11460,True,348.301,96.682,0.000,138.493,-0.000,41.811,False,0.000,0.978,15.319,0.000,233.65,77.40,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11475,True,348.301,96.682,0.000,138.493,-0.000,41.811,False,0.000,0.978,15.319,0.000,233.65,77.40,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11490,True,348.301,96.682,0.000,138.493,-0.000,41.811,False,0.000,0.978,15.319,0.000,233.65,77.40,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11505,True,348.301,96.682,0.000,138.493,-0.000,41.811,False,0.000,0.978,15.319,0.000,233.65,77.40,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11520,True,348.301,96.682,0.000,138.493,-0.000,41.811,False,0.000,0.978,15.319,0.000,233.65,77.40,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11535,True,346.884,96.682,0.000,137.076,-0.000,40.394,False,0.000,0.978,15.319,0.000,233.65,75.96,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11550,True,348.481,96.682,0.000,138.673,-0.000,41.991,False,0.000,0.978,15.319,0.000,233.65,77.58,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11565,True,348.481,96.682,0.000,138.673,-0.000,41.991,False,0.000,0.978,15.319,0.000,233.65,77.58,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11580,True,348.481,96.682,0.000,138.673,-0.000,41.991,False,0.000,0.978,15.319,0.000,233.65,77.58,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11595,True,348.481,96.682,0.000,138.673,-0.000,41.991,False,0.000,0.978,15.319,0.000,233.65,77.58,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11610,True,348.481,96.682,0.000,138.673,-0.000,41.991,False,0.000,0.978,15.319,0.000,233.65,77.58,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11625,True,350.716,96.682,0.000,140.908,-0.000,44.226,False,0.000,0.978,15.319,0.000,233.65,79.85,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11640,True,350.716,96.682,0.000,140.908,-0.000,44.226,False,0.000,0.978,15.319,0.000,233.65,79.85,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11655,True,354.888,96.682,0.000,145.080,-0.000,48.398,False,0.000,0.977,15.319,0.000,233.65,84.10,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11670,True,354.888,96.682,0.000,145.080,-0.000,48.398,False,0.000,0.977,15.319,0.000,233.65,84.10,42.29,0.00,0.00,0.0000,999.00000000,0.00000000
11685,True,353.261,97.302,0.000,144.091,-0.000,46.789,False,0.000,0.977,15.501,0.000,236.69,78.79,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11700,True,353.261,97.302,0.000,144.091,-0.000,46.789,False,0.000,0.977,15.501,0.000,236.69,78.79,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11715,True,353.261,97.302,0.000,144.091,-0.000,46.789,False,0.000,0.977,15.501,0.000,236.69,78.79,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11730,True,353.261,97.302,0.000,144.091,-0.000,46.789,False,0.000,0.977,15.501,0.000,236.69,78.79,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11745,True,353.261,97.302,0.000,144.091,-0.000,46.789,False,0.000,0.977,15.501,0.000,236.69,78.79,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11760,True,355.091,97.302,0.000,145.921,-0.000,48.619,False,0.000,0.977,15.501,0.000,236.69,80.65,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11775,True,352.970,97.302,0.000,143.800,-0.000,46.498,False,0.000,0.977,15.501,0.000,236.69,78.49,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11790,True,352.970,97.302,0.000,143.800,-0.000,46.498,False,0.000,0.977,15.501,0.000,236.69,78.49,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11805,True,352.970,97.302,0.000,143.800,-0.000,46.498,False,0.000,0.977,15.501,0.000,236.69,78.49,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11820,True,350.922,97.302,0.000,141.752,-0.000,44.450,False,0.000,0.977,15.501,0.000,236.69,76.41,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11835,True,350.922,97.302,0.000,141.752,-0.000,44.450,False,0.000,0.977,15.501,0.000,236.69,76.41,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11850,True,350.922,97.302,0.000,141.752,-0.000,44.450,False,0.000,0.977,15.501,0.000,236.69,76.41,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11865,True,349.017,97.302,0.000,139.847,-0.000,42.545,False,0.000,0.978,15.501,0.000,236.69,74.47,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11880,True,346.850,97.302,0.000,137.680,-0.000,40.378,False,0.000,0.978,15.501,0.000,236.69,72.27,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11895,True,346.850,97.302,0.000,137.680,-0.000,40.378,False,0.000,0.978,15.501,0.000,236.69,72.27,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11910,True,348.245,97.302,0.000,139.075,-0.000,41.773,False,0.000,0.978,15.501,0.000,236.69,73.69,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11925,True,350.022,97.302,0.000,140.852,-0.000,43.550,False,0.000,0.978,15.501,0.000,236.69,75.50,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11940,True,350.022,97.302,0.000,140.852,-0.000,43.550,False,0.000,0.978,15.501,0.000,236.69,75.50,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11955,True,351.396,97.302,0.000,142.226,-0.000,44.924,False,0.000,0.977,15.501,0.000,236.69,76.89,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11970,True,351.396,97.302,0.000,142.226,-0.000,44.924,False,0.000,0.977,15.501,0.000,236.69,76.89,43.04,0.00,0.00,0.0000,999.00000000,0.00000000
11985,True,350.466,96.685,0.000,141.609,-0.000,44.924,False,0.000,0.978,15.396,0.000,234.94,78.06,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12000,True,350.466,96.685,0.000,141.609,-0.000,44.924,False,0.000,0.978,15.396,0.000,234.94,78.06,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12015,True,350.466,96.685,0.000,141.609,-0.000,44.924,False,0.000,0.978,15.396,0.000,234.94,78.06,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12030,True,349.069,96.685,0.000,140.212,-0.000,43.527,False,0.000,0.978,15.396,0.000,234.94,76.64,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12045,True,347.295,96.685,0.000,138.438,-0.000,41.753,False,0.000,0.978,15.396,0.000,234.94,74.84,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12060,True,350.290,96.685,0.000,141.433,-0.000,44.748,False,0.000,0.978,15.396,0.000,234.94,77.88,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12075,True,351.331,96.685,0.000,142.474,-0.000,45.789,False,0.000,0.977,15.396,0.000,234.94,78.94,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12090,True,351.331,96.685,0.000,142.474,-0.000,45.789,False,0.000,0.977,15.396,0.000,234.94,78.94,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12105,True,351.331,96.685,0.000,142.474,-0.000,45.789,False,0.000,0.977,15.396,0.000,234.94,78.94,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12120,True,351.331,96.685,0.000,142.474,-0.000,45.789,False,0.000,0.977,15.396,0.000,234.94,78.94,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12135,True,351.331,96.685,0.000,142.474,-0.000,45.789,False,0.000,0.977,15.396,0.000,234.94,78.94,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12150,True,352.585,96.685,0.000,143.728,-0.000,47.043,False,0.000,0.977,15.396,0.000,234.94,80.22,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12165,True,352.585,96.685,0.000,143.728,-0.000,47.043,False,0.000,0.977,15.396,0.000,234.94,80.22,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12180,True,349.592,96.685,0.000,140.735,-0.000,44.050,False,0.000,0.978,15.396,0.000,234.94,77.17,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12195,True,351.050,96.685,0.000,142.193,-0.000,45.508,False,0.000,0.978,15.396,0.000,234.94,78.65,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12210,True,351.050,96.685,0.000,142.193,-0.000,45.508,False,0.000,0.978,15.396,0.000,234.94,78.65,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12225,True,351.050,96.685,0.000,142.193,-0.000,45.508,False,0.000,0.978,15.396,0.000,234.94,78.65,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12240,True,351.050,96.685,0.000,142.193,-0.000,45.508,False,0.000,0.978,15.396,0.000,234.94,78.65,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12255,True,352.672,96.685,0.000,143.815,-0.000,47.130,False,0.000,0.977,15.396,0.000,234.94,80.30,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12270,True,349.000,96.685,0.000,140.143,-0.000,43.458,False,0.000,0.978,15.396,0.000,234.94,76.57,42.61,0.00,0.00,0.0000,999.00000000,0.00000000
12285,True,349.949,97.307,0.000,140.765,-0.000,43.458,False,0.000,0.978,15.377,0.000,234.62,77.92,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12300,True,349.949,97.307,0.000,140.765,-0.000,43.458,False,0.000,0.978,15.377,0.000,234.62,77.92,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12315,True,348.492,97.307,0.000,139.308,-0.000,42.001,False,0.000,0.978,15.377,0.000,234.62,76.44,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12330,True,348.492,97.307,0.000,139.308,-0.000,42.001,False,0.000,0.978,15.377,0.000,234.62,76.44,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12345,True,348.492,97.307,0.000,139.308,-0.000,42.001,False,0.000,0.978,15.377,0.000,234.62,76.44,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12360,True,348.492,97.307,0.000,139.308,-0.000,42.001,False,0.000,0.978,15.377,0.000,234.62,76.44,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12375,True,346.872,97.307,0.000,137.688,-0.000,40.381,False,0.000,0.978,15.377,0.000,234.62,74.79,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12390,True,346.872,97.307,0.000,137.688,-0.000,40.381,False,0.000,0.978,15.377,0.000,234.62,74.79,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12405,True,346.872,97.307,0.000,137.688,-0.000,40.381,False,0.000,0.978,15.377,0.000,234.62,74.79,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12420,True,348.286,97.307,0.000,139.102,-0.000,41.795,False,0.000,0.978,15.377,0.000,234.62,76.23,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12435,True,348.286,97.307,0.000,139.102,-0.000,41.795,False,0.000,0.978,15.377,0.000,234.62,76.23,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12450,True,348.286,97.307,0.000,139.102,-0.000,41.795,False,0.000,0.978,15.377,0.000,234.62,76.23,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12465,True,348.286,97.307,0.000,139.102,-0.000,41.795,False,0.000,0.978,15.377,0.000,234.62,76.23,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12480,True,350.271,97.307,0.000,141.087,-0.000,43.780,False,0.000,0.978,15.377,0.000,234.62,78.24,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12495,True,350.271,97.307,0.000,141.087,-0.000,43.780,False,0.000,0.978,15.377,0.000,234.62,78.24,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12510,True,350.271,97.307,0.000,141.087,-0.000,43.780,False,0.000,0.978,15.377,0.000,234.62,78.24,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12525,True,350.271,97.307,0.000,141.087,-0.000,43.780,False,0.000,0.978,15.377,0.000,234.62,78.24,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12540,True,348.856,97.307,0.000,139.672,-0.000,42.365,False,0.000,0.978,15.377,0.000,234.62,76.81,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12555,True,352.673,97.307,0.000,143.489,-0.000,46.182,False,0.000,0.977,15.377,0.000,234.62,80.69,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12570,True,356.555,97.307,0.000,147.371,-0.000,50.064,False,0.000,0.977,15.377,0.000,234.62,84.64,42.53,0.00,0.00,0.0000,999.00000000,0.00000000
12585,True,355.128,96.843,0.000,146.907,-0.000,50.064,False,0.000,0.977,15.571,0.000,237.85,79.31,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12600,True,353.138,96.843,0.000,144.917,-0.000,48.074,False,0.000,0.977,15.571,0.000,237.85,77.28,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12615,True,355.029,96.843,0.000,146.808,-0.000,49.965,False,0.000,0.977,15.571,0.000,237.85,79.21,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12630,True,355.029,96.843,0.000,146.808,-0.000,49.965,False,0.000,0.977,15.571,0.000,237.85,79.21,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12645,True,355.029,96.843,0.000,146.808,-0.000,49.965,False,0.000,0.977,15.571,0.000,237.85,79.21,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12660,True,355.029,96.843,0.000,146.808,-0.000,49.965,False,0.000,0.977,15.571,0.000,237.85,79.21,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12675,True,352.800,96.843,0.000,144.579,-0.000,47.736,False,0.000,0.977,15.571,0.000,237.85,76.94,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12690,True,351.209,96.843,0.000,142.988,-0.000,46.145,False,0.000,0.977,15.571,0.000,237.85,75.32,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12705,True,351.209,96.843,0.000,142.988,-0.000,46.145,False,0.000,0.977,15.571,0.000,237.85,75.32,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12720,True,351.209,96.843,0.000,142.988,-0.000,46.145,False,0.000,0.977,15.571,0.000,237.85,75.32,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12735,True,345.437,96.843,0.000,137.216,-0.000,40.373,False,0.000,0.978,15.571,0.000,237.85,69.45,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12750,True,345.437,96.843,0.000,137.216,-0.000,40.373,False,0.000,0.978,15.571,0.000,237.85,69.45,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12765,True,347.596,96.843,0.000,139.375,-0.000,42.532,False,0.000,0.978,15.571,0.000,237.85,71.65,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12780,True,347.596,96.843,0.000,139.375,-0.000,42.532,False,0.000,0.978,15.571,0.000,237.85,71.65,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12795,True,347.596,96.843,0.000,139.375,-0.000,42.532,False,0.000,0.978,15.571,0.000,237.85,71.65,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12810,True,347.596,96.843,0.000,139.375,-0.000,42.532,False,0.000,0.978,15.571,0.000,237.85,71.65,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12825,True,347.596,96.843,0.000,139.375,-0.000,42.532,False,0.000,0.978,15.571,0.000,237.85,71.65,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12840,True,347.596,96.843,0.000,139.375,-0.000,42.532,False,0.000,0.978,15.571,0.000,237.85,71.65,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12855,True,347.596,96.843,0.000,139.375,-0.000,42.532,False,0.000,0.978,15.571,0.000,237.85,71.65,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12870,True,348.698,96.843,0.000,140.477,-0.000,43.634,False,0.000,0.978,15.571,0.000,237.85,72.77,43.32,0.00,0.00,0.0000,999.00000000,0.00000000
12885,True,346.700,97.001,0.000,138.476,-0.000,41.475,False,0.000,0.978,15.255,0.000,232.58,77.09,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
12900,True,348.467,97.001,0.000,140.243,-0.000,43.242,False,0.000,0.978,15.255,0.000,232.58,78.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
12915,True,348.467,97.001,0.000,140.243,-0.000,43.242,False,0.000,0.978,15.255,0.000,232.58,78.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
12930,True,348.467,97.001,0.000,140.243,-0.000,43.242,False,0.000,0.978,15.255,0.000,232.58,78.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
12945,True,348.467,97.001,0.000,140.243,-0.000,43.242,False,0.000,0.978,15.255,0.000,232.58,78.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
12960,True,348.467,97.001,0.000,140.243,-0.000,43.242,False,0.000,0.978,15.255,0.000,232.58,78.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
12975,True,349.482,97.001,0.000,141.258,-0.000,44.257,False,0.000,0.978,15.255,0.000,232.58,79.92,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
12990,True,348.383,97.001,0.000,140.159,-0.000,43.158,False,0.000,0.978,15.255,0.000,232.58,78.80,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13005,True,348.383,97.001,0.000,140.159,-0.000,43.158,False,0.000,0.978,15.255,0.000,232.58,78.80,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13020,True,349.372,97.001,0.000,141.148,-0.000,44.147,False,0.000,0.978,15.255,0.000,232.58,79.80,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13035,True,351.411,97.001,0.000,143.187,-0.000,46.186,False,0.000,0.978,15.255,0.000,232.58,81.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13050,True,351.411,97.001,0.000,143.187,-0.000,46.186,False,0.000,0.978,15.255,0.000,232.58,81.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13065,True,351.411,97.001,0.000,143.187,-0.000,46.186,False,0.000,0.978,15.255,0.000,232.58,81.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13080,True,351.411,97.001,0.000,143.187,-0.000,46.186,False,0.000,0.978,15.255,0.000,232.58,81.88,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13095,True,350.393,97.001,0.000,142.169,-0.000,45.168,False,0.000,0.978,15.255,0.000,232.58,80.84,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13110,True,350.393,97.001,0.000,142.169,-0.000,45.168,False,0.000,0.978,15.255,0.000,232.58,80.84,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13125,True,350.393,97.001,0.000,142.169,-0.000,45.168,False,0.000,0.978,15.255,0.000,232.58,80.84,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13140,True,347.638,97.001,0.000,139.414,-0.000,42.413,False,0.000,0.978,15.255,0.000,232.58,78.04,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13155,True,347.638,97.001,0.000,139.414,-0.000,42.413,False,0.000,0.978,15.255,0.000,232.58,78.04,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13170,True,349.469,97.001,0.000,141.245,-0.000,44.244,False,0.000,0.978,15.255,0.000,232.58,79.90,42.03,0.00,0.00,0.0000,999.00000000,0.00000000
13185,True,351.746,97.159,0.000,142.556,-0.000,45.397,False,0.000,0.977,15.444,0.000,235.74,78.39,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
13200,True,350.965,97.159,0.000,141.775,-0.000,44.616,False,0.000,0.978,15.444,0.000,235.74,77.59,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
13215,True,350.965,97.159,0.000,141.775,-0.000,44.616,False,0.000,0.978,15.444,0.000,235.74,77.59,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
13230,True,352.570,97.159,0.000,143.380,-0.000,46.221,False,0.000,0.977,15.444,0.000,235.74,79.23,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
13245,True,352.570,97.159,0.000,143.380,-0.000,46.221,False,0.000,0.977,15.444,0.000,235.74,79.23,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
13260,True,352.570,97.159,0.000,143.380,-0.000,46.221,False,0.000,0.977,15.444,0.000,235.74,79.23,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
13275,True,353.952,97.159,0.000,144.762,-0.000,47.603,False,0.000,0.977,15.444,0.000,235.74,80.63,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
13290,True,352.119,97.159,0.000,142.929,-0.000,45.770,False,0.000,0.977,15.444,0.000,235.74,78.77,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
13305,True,350.971,97.159,0.000,141.781,-0.000,44.622,False,0.000,0.978,15.444,0.000,235.74,77.60,42.80,0.00,0.00,0.0000,999.00000000,0.00000000
